instance_id	wn_id	bn_id	synset	lemmas	gloss
d009.s020.t004	group%1:03:00::	bn:00041942n	group.n.01	group, grouping	any number of entities (members) considered as a unit
d009.s021.t000	wife%1:18:00::	bn:00053531n	wife.n.01	wife, married_woman	a married woman; a man's partner in marriage
d009.s021.t001	activist%1:18:00::	bn:00001171n	militant.n.01	militant, activist	a militant reformer
d009.s022.t000	conservative%1:18:01::	bn:00021976n	conservative.n.02	Conservative	a member of a Conservative Party
d009.s022.t001	justice%1:18:00::	bn:00048488n	judge.n.01	judge, justice, jurist	a public official authorized to decide questions brought before a court of justice
d009.s022.t002	issue%1:09:01::	bn:00047688n	issue.n.01	issue	an important question that is in dispute and must be settled
d009.s023.t000	solicitor_general%1:18:00::	bn:00072716n	solicitor_general.n.01	solicitor_general	a law officer appointed to assist an attorney general
d009.s023.t001	administration%1:14:00::	bn:00001423n	administration.n.02	administration, governance, governing_body, establishment, brass, organization, organisation	the persons (or committees or departments etc.) who make up a body for the purpose of administering something
d009.s023.t002	challenge%1:10:01::	bn:00017559n	challenge.n.03	challenge	questioning a statement and demanding an explanation
d009.s023.t003	law%1:10:00::	bn:00050249n	law.n.02	law	legal document setting forth rules governing a particular kind of activity
d009.s023.t004	trial_court%1:14:00::	bn:00078206n	trial_court.n.01	trial_court	the first court before which the facts of a case are decided
d009.s023.t005	level%1:07:00::	bn:00025965n	degree.n.01	degree, grade, level	a position on a scale of intensity or amount or quality
d009.s024.t000	critic%1:18:02::	bn:00023858n	critic.n.03	critic	someone who frequently finds fault or makes harsh and unfair judgments
d009.s024.t001	case%1:04:00::	bn:00016403n	lawsuit.n.01	lawsuit, suit, case, cause, causa	a comprehensive term for any proceeding in a court of law whereby an individual seeks a legal remedy
d009.s024.t002	law%1:10:00::	bn:00050249n	law.n.02	law	legal document setting forth rules governing a particular kind of activity
d009.s025.t000	indication%1:10:00::	bn:00046473n	indication.n.01	indication, indicant	something that serves to indicate or suggest
d010.s000.t000	familiarity%1:09:00::	bn:00000990n	acquaintance.n.01	acquaintance, familiarity, conversance, conversancy	personal knowledge or information about someone or something
d010.s001.t000	player%1:18:01::	bn:00060799n	player.n.01	player, participant	a person who participates in or is skilled at some game
d010.s001.t001	spain%1:15:00::	bn:00031605n	spain.n.01	Spain, Kingdom_of_Spain, Espana	a parliamentary monarchy in southwestern Europe on the Iberian Peninsula; a former colonial power
d010.s001.t002	game%1:04:03::	bn:00037181n	game.n.02	game	a single play of a sport or other contest
d010.s002.t000	side%1:14:00::	bn:00071432n	side.n.02	side	one of two or more contesting groups
d010.s002.t001	costa_rica%1:15:00::	bn:00023012n	costa_rica.n.01	Costa_Rica, Republic_of_Costa_Rica	a republic in Central America; one of the most politically stable countries in Latin America
d010.s002.t002	player%1:18:01::	bn:00060799n	player.n.01	player, participant	a person who participates in or is skilled at some game
d010.s002.t003	game%1:04:03::	bn:00037181n	game.n.02	game	a single play of a sport or other contest
d010.s003.t000	contrast%1:09:01::	bn:00022263n	line.n.29	line, dividing_line, demarcation, contrast	a conceptual separation or distinction
d010.s003.t001	costa_rica%1:15:00::	bn:00023012n	costa_rica.n.01	Costa_Rica, Republic_of_Costa_Rica	a republic in Central America; one of the most politically stable countries in Latin America
d010.s003.t002	player%1:18:01::	bn:00060799n	player.n.01	player, participant	a person who participates in or is skilled at some game
d010.s003.t003	country%1:14:00::	bn:00023236n	state.n.04	state, nation, country, land, commonwealth, res_publica, body_politic	a politically organized body of people under a single government
d010.s003.t004	game%1:04:03::	bn:00037181n	game.n.02	game	a single play of a sport or other contest
d010.s003.t005	today%1:28:01::	bn:00077463n	today.n.02	today	the day that includes the present moment (as opposed to yesterday or tomorrow)
d010.s003.t006	san_jose%1:15:00::	bn:00015531n	san_jose.n.02	San_Jose, capital_of_Costa_Rica	the capital and largest city of Costa Rica
d010.s004.t000	europe%1:17:00::	bn:00031896n	europe.n.01	Europe	the 2nd smallest continent (actually a vast peninsula of Eurasia); the British use `Europe' to refer to all of the continent except the British Isles
d010.s004.t001	number_one%1:24:00::	bn:00034737n	first.n.01	first, number_one	the first or highest in an ordering or series
d010.s004.t002	top%1:26:00::	bn:00000942n	acme.n.01	acme, height, elevation, peak, pinnacle, summit, superlative, meridian, tiptop, top	the highest level or degree attainable; the highest stage of development
d010.s004.t003	record%1:04:01::	bn:00066576n	record.n.04	record, track_record	the sum of recognized accomplishments
d010.s004.t004	selection%1:04:00::	bn:00018661n	choice.n.02	choice, selection, option, pick	the act of choosing or selecting
d010.s004.t005	game%1:04:03::	bn:00037181n	game.n.02	game	a single play of a sport or other contest
d010.s005.t000	number%1:07:00::	bn:00034394n	number.n.01	number, figure	the property possessed by a sum or total or indefinite quantity of units or individuals
d010.s005.t001	friday%1:28:00::	bn:00036512n	friday.n.01	Friday, Fri	the sixth day of the week; the fifth working day
d010.s005.t002	game%1:04:03::	bn:00037181n	game.n.02	game	a single play of a sport or other contest
d010.s005.t003	panama%1:15:00::	bn:00060340n	panama.n.01	Panama, Republic_of_Panama	a republic on the Isthmus of Panama; achieved independence from Colombia in 1903
d010.s006.t000	football_player%1:18:00::	bn:00035713n	football_player.n.01	football_player, footballer	an athlete who plays American football
d010.s006.t001	league%1:14:01::	bn:00021722n	league.n.01	league, conference	an association of sports teams that organizes matches for its members
d010.s006.t002	club%1:14:00::	bn:00020039n	club.n.02	club, social_club, society, guild, gild, lodge, order	a formal association of people with similar interests
d010.s006.t003	england%1:15:00::	bn:00030861n	england.n.01	England	a division of the United Kingdom
d010.s006.t004	year%1:28:01::	bn:00078738n	year.n.01	year, twelvemonth, yr	a period of time containing 365 (or 366) days
d010.s006.t005	league%1:14:01::	bn:00021722n	league.n.01	league, conference	an association of sports teams that organizes matches for its members
d010.s006.t006	cup%1:06:01::	bn:00024417n	cup.n.08	cup, loving_cup	a large metal vessel with two handles that is awarded as a trophy to the winner of a competition
d010.s006.t007	competition%1:11:00::	bn:00021338n	contest.n.01	contest, competition	an occasion on which a winner is selected from among two or more contestants
d010.s006.t008	shock%1:11:01::	bn:00011444n	shock.n.06	shock, blow	an unpleasant or disappointing surprise
d010.s007.t000	experience%1:11:00::	bn:00032308n	experience.n.03	experience	an event as apprehended
d010.s007.t001	world_cup%1:11:00::	bn:00081625n	world_cup.n.01	World_Cup	a soccer tournament held every four years between national soccer teams to determine a world champion
d010.s008.t000	player%1:18:01::	bn:00060799n	player.n.01	player, participant	a person who participates in or is skilled at some game
d010.s008.t001	experience%1:09:01::	bn:00032306n	experience.n.01	experience	the accumulation of knowledge or skill that results from direct participation in events or activities
d010.s008.t002	area%1:26:00::	bn:00005516n	sphere.n.01	sphere, domain, area, orbit, field, arena	a particular environment or walk of life
d010.s008.t003	level%1:26:01::	bn:00041239n	grade.n.02	grade, level, tier	a relative position or degree of value in a graded group
d010.s009.t000	peak%1:26:00::	bn:00000942n	acme.n.01	acme, height, elevation, peak, pinnacle, summit, superlative, meridian, tiptop, top	the highest level or degree attainable; the highest stage of development
d010.s009.t001	selection%1:09:00::	bn:00018660n	choice.n.01	choice, pick, selection	the person or thing chosen or selected
d010.s009.t002	goalkeeper%1:18:00::	bn:00040851n	goalkeeper.n.01	goalkeeper, goalie, goaltender, netkeeper, netminder	the soccer or hockey player assigned to protect the goal
d010.s009.t003	saturday%1:28:00::	bn:00068696n	saturday.n.01	Saturday, Sabbatum, Sat	the seventh and last day of the week; observed as the Sabbath by Jews and some Christians
d010.s009.t004	england%1:15:00::	bn:00030861n	england.n.01	England	a division of the United Kingdom
d010.s009.t005	game%1:04:03::	bn:00037181n	game.n.02	game	a single play of a sport or other contest
d010.s009.t006	london%1:15:00::	bn:00013179n	london.n.01	London, Greater_London, British_capital, capital_of_the_United_Kingdom	the capital and largest city of England; located on the Thames in southeastern England; financial and industrial and cultural center
d010.s009.t007	record%1:04:00::	bn:00066577n	record.n.06	record	an extreme attainment; the best (or worst) performance ever attested (as in a sport)
d010.s009.t008	goalkeeper%1:18:00::	bn:00040851n	goalkeeper.n.01	goalkeeper, goalie, goaltender, netkeeper, netminder	the soccer or hockey player assigned to protect the goal
d010.s009.t009	match%1:11:00::	bn:00053772n	match.n.02	match	a formal contest in which two or more persons or teams compete
d010.s010.t000	today%1:28:01::	bn:00077463n	today.n.02	today	the day that includes the present moment (as opposed to yesterday or tomorrow)
d010.s010.t001	record%1:04:00::	bn:00066577n	record.n.06	record	an extreme attainment; the best (or worst) performance ever attested (as in a sport)
d010.s010.t002	match%1:11:00::	bn:00053772n	match.n.02	match	a formal contest in which two or more persons or teams compete
d010.s011.t000	player%1:18:01::	bn:00060799n	player.n.01	player, participant	a person who participates in or is skilled at some game
d010.s011.t001	match%1:11:00::	bn:00053772n	match.n.02	match	a formal contest in which two or more persons or teams compete
d010.s012.t000	week%1:28:02::	bn:00014711n	week.n.03	week, calendar_week	a period of seven consecutive days starting on Sunday
d010.s012.t001	player%1:18:01::	bn:00060799n	player.n.01	player, participant	a person who participates in or is skilled at some game
d010.s012.t002	team%1:14:00::	bn:00073699n	team.n.01	team, squad	a cooperative unit (especially in sports)
d010.s012.t003	match%1:11:00::	bn:00053772n	match.n.02	match	a formal contest in which two or more persons or teams compete
d010.s012.t004	striker%1:18:02::	bn:00074678n	striker.n.01	striker	a forward on a soccer team
d010.s013.t000	number%1:07:00::	bn:00034394n	number.n.01	number, figure	the property possessed by a sum or total or indefinite quantity of units or individuals
d010.s013.t001	game%1:04:03::	bn:00037181n	game.n.02	game	a single play of a sport or other contest
d010.s015.t000	side%1:14:00::	bn:00071432n	side.n.02	side	one of two or more contesting groups
d010.s015.t001	match%1:11:00::	bn:00053772n	match.n.02	match	a formal contest in which two or more persons or teams compete
d010.s015.t002	striker%1:18:02::	bn:00074678n	striker.n.01	striker	a forward on a soccer team
d010.s016.t000	game%1:04:03::	bn:00037181n	game.n.02	game	a single play of a sport or other contest
d010.s018.t000	match%1:11:00::	bn:00053772n	match.n.02	match	a formal contest in which two or more persons or teams compete
d010.s018.t001	spain%1:15:00::	bn:00031605n	spain.n.01	Spain, Kingdom_of_Spain, Espana	a parliamentary monarchy in southwestern Europe on the Iberian Peninsula; a former colonial power
d010.s019.t000	side%1:14:00::	bn:00071432n	side.n.02	side	one of two or more contesting groups
d010.s019.t001	presence%1:04:00::	bn:00064204n	presence.n.06	presence	the act of being present
d010.s020.t000	rest%1:24:00::	bn:00008047n	remainder.n.01	remainder, balance, residual, residue, residuum, rest	something left after other parts have been taken away
d010.s021.t000	game%1:04:03::	bn:00037181n	game.n.02	game	a single play of a sport or other contest
d010.s021.t001	costa_rica%1:15:00::	bn:00023012n	costa_rica.n.01	Costa_Rica, Republic_of_Costa_Rica	a republic in Central America; one of the most politically stable countries in Latin America
d010.s022.t000	scorer%1:18:00::	bn:00069759n	scorer.n.01	scorer	a player who makes a score in a game or contest
d010.s022.t001	goal%1:04:00::	bn:00040847n	goal.n.04	goal	a successful attempt at scoring
d010.s023.t000	point%1:23:01::	bn:00063218n	point.n.10	point	the unit of counting in scoring a game or contest
d011.s000.t000	immigration%1:04:00::	bn:00046021n	immigration.n.01	immigration, in-migration	migration into a place (especially migration to a country of which you are not a native in order to settle there)
d011.s000.t001	burden%1:09:01::	bn:00013941n	burden.n.01	burden, load, encumbrance, incumbrance, onus	an onerous or difficult concern
d011.s000.t002	opportunity%1:26:00::	bn:00017621n	opportunity.n.01	opportunity, chance	a possibility due to a favorable combination of circumstances
d011.s000.t003	economy%1:14:00::	bn:00029678n	economy.n.01	economy, economic_system	the system of production and distribution and consumption
d011.s001.t000	immigration%1:04:00::	bn:00046021n	immigration.n.01	immigration, in-migration	migration into a place (especially migration to a country of which you are not a native in order to settle there)
d011.s001.t001	policy%1:10:00::	bn:00063330n	policy.n.02	policy	a line of argument rationalizing the course of action of a government
d011.s001.t002	aspect%1:07:02::	bn:00006383n	aspect.n.02	aspect	a characteristic to be considered
d011.s001.t003	congestion%1:26:01::	bn:00021816n	congestion.n.02	congestion, over-crowding	excessive crowding
d011.s001.t004	police%1:14:00::	bn:00022026n	police.n.01	police, police_force, constabulary, law	the force of policemen and officers
d011.s001.t005	service%1:04:08::	bn:00070651n	service.n.01	service	work done by one person or group that benefits another
d011.s001.t006	policy%1:10:00::	bn:00063330n	policy.n.02	policy	a line of argument rationalizing the course of action of a government
d011.s001.t007	number%1:07:00::	bn:00034394n	number.n.01	number, figure	the property possessed by a sum or total or indefinite quantity of units or individuals
d011.s001.t008	compatibility%1:07:00::	bn:00021322n	compatibility.n.02	compatibility	capability of existing or performing in harmonious or congenial combination
d011.s001.t009	policy%1:10:00::	bn:00063330n	policy.n.02	policy	a line of argument rationalizing the course of action of a government
d011.s001.t010	status%1:26:01::	bn:00021644n	condition.n.01	condition, status	a state at a particular time
d011.s001.t011	country%1:14:00::	bn:00023236n	state.n.04	state, nation, country, land, commonwealth, res_publica, body_politic	a politically organized body of people under a single government
d011.s001.t012	country%1:14:00::	bn:00023236n	state.n.04	state, nation, country, land, commonwealth, res_publica, body_politic	a politically organized body of people under a single government
d011.s001.t013	human_right%1:07:00::	bn:00045163n	human_right.n.01	human_right	(law) any basic right or freedom to which all human beings are entitled and in whose exercise a government may not interfere (including rights to life and liberty as well as freedom of thought and expression and equality before the law)
d011.s002.t000	harassment%1:04:00::	bn:00042917n	harassment.n.02	harassment, molestation	the act of tormenting by continued persistent attacks and criticism
d011.s002.t001	student%1:18:00::	bn:00029806n	student.n.01	student, pupil, educatee	a learner who is enrolled in an educational institution
d011.s002.t002	france%1:15:00::	bn:00036202n	france.n.01	France, French_Republic	a republic in western Europe; the largest country wholly in Europe
d011.s002.t003	talent%1:18:00::	bn:00075959n	talent.n.02	talent	a person who possesses unusual innate ability in some field or activity
d011.s002.t004	bricklayer%1:18:00::	bn:00013057n	bricklayer.n.01	bricklayer	a craftsman skilled in building with bricks
d011.s002.t005	waiter%1:18:00::	bn:00070648n	waiter.n.01	waiter, server	a person whose occupation is to serve at table (as in a restaurant)
d011.s003.t000	viewpoint%1:09:00::	bn:00063237n	point_of_view.n.01	point_of_view, viewpoint, stand, standpoint	a mental position from which things are viewed
d011.s004.t000	lot%1:23:00::	bn:00008985n	batch.n.02	batch, deal, flock, good_deal, great_deal, hatful, heap, lot, mass, mess, mickle, mint, mountain, muckle, passel, peck, pile, plenty, pot, quite_a_little, raft, sight, slew, spate, stack, tidy_sum, wad	(often followed by `of') a large number or amount or extent
d011.s004.t001	consensus%1:26:00::	bn:00021958n	consensus.n.01	consensus	agreement in the judgment or opinion reached by a group as a whole
d011.s004.t002	left%1:14:00::	bn:00050522n	left.n.02	left, left_wing	those who support varying degrees of social or political or economic change designed to promote the public welfare
d011.s004.t003	right%1:14:00::	bn:00067810n	right.n.04	right, right_wing	those who support political or social or economic conservatism; those who believe that things are better left unchanged
d011.s004.t004	subject%1:10:00::	bn:00074900n	subject.n.01	subject, topic, theme	the subject matter of a conversation or discussion
d011.s005.t000	right%1:14:00::	bn:00067810n	right.n.04	right, right_wing	those who support political or social or economic conservatism; those who believe that things are better left unchanged
d011.s005.t001	tone%1:26:01::	bn:00033960n	spirit.n.02	spirit, tone, feel, feeling, flavor, flavour, look, smell	the general atmosphere of a place or situation and the effect that it has on people
d011.s005.t002	unemployed%1:14:00::	bn:00079043n	unemployed_people.n.01	unemployed_people, unemployed	people who are involuntarily out of work (considered as a group)
d011.s005.t003	problem%1:26:00::	bn:00048242n	problem.n.01	problem, job	a state of difficulty that needs to be resolved
d011.s005.t004	country%1:14:00::	bn:00023236n	state.n.04	state, nation, country, land, commonwealth, res_publica, body_politic	a politically organized body of people under a single government
d011.s005.t005	worker%1:18:00::	bn:00081593n	worker.n.01	worker	a person who works at a specific occupation
d011.s005.t006	left%1:14:00::	bn:00050522n	left.n.02	left, left_wing	those who support varying degrees of social or political or economic change designed to promote the public welfare
d011.s005.t007	france%1:15:00::	bn:00036202n	france.n.01	France, French_Republic	a republic in western Europe; the largest country wholly in Europe
d011.s005.t008	world%1:17:00::	bn:00029424n	earth.n.01	Earth, earth, world, globe	the 3rd planet from the sun; the planet we live on
d011.s005.t009	misery%1:26:00::	bn:00055292n	misery.n.01	misery, wretchedness, miserableness	a state of ill-being due to affliction or misfortune
d011.s006.t000	difference%1:07:00::	bn:00027022n	difference.n.01	difference	the quality of being unlike or dissimilar
d011.s006.t001	degree%1:07:00::	bn:00025965n	degree.n.01	degree, grade, level	a position on a scale of intensity or amount or quality
d011.s006.t002	generosity%1:07:00::	bn:00037691n	generosity.n.01	generosity, generousness	the trait of being willing to give your money or time
d011.s007.t000	fear%1:12:01::	bn:00016013n	concern.n.02	concern, care, fear	an anxious feeling
d011.s007.t001	invasion%1:11:00::	bn:00030707n	invasion.n.02	invasion, encroachment, intrusion	any entry into an area not previously occupied
d011.s007.t002	territory%1:15:01::	bn:00072653n	territory.n.03	territory, soil	the geographical area under the jurisdiction of a sovereign state
d011.s007.t003	horde%1:14:00::	bn:00044758n	horde.n.01	horde, host, legion	a vast multitude
d011.s007.t004	plumber%1:18:00::	bn:00062576n	plumber.n.01	plumber, pipe_fitter	a craftsman who installs and repairs pipes and fixtures and appliances
d011.s007.t005	left%1:14:00::	bn:00050522n	left.n.02	left, left_wing	those who support varying degrees of social or political or economic change designed to promote the public welfare
d011.s007.t006	right%1:14:00::	bn:00067810n	right.n.04	right, right_wing	those who support political or social or economic conservatism; those who believe that things are better left unchanged
d011.s008.t000	side%1:14:00::	bn:00071432n	side.n.02	side	one of two or more contesting groups
d011.s008.t001	immigrant%1:18:00::	bn:00046019n	immigrant.n.01	immigrant	a person who comes to a country where they were not born in order to settle there
d011.s008.t002	burden%1:09:01::	bn:00013941n	burden.n.01	burden, load, encumbrance, incumbrance, onus	an onerous or difficult concern
d011.s008.t003	economy%1:14:00::	bn:00029678n	economy.n.01	economy, economic_system	the system of production and distribution and consumption
d011.s008.t004	society%1:14:00::	bn:00072566n	society.n.01	society	an extended social group having a distinctive cultural and economic organization
d011.s009.t000	difference%1:07:00::	bn:00027022n	difference.n.01	difference	the quality of being unlike or dissimilar
d011.s009.t001	degree%1:07:00::	bn:00025965n	degree.n.01	degree, grade, level	a position on a scale of intensity or amount or quality
d011.s009.t002	generosity%1:07:00::	bn:00037691n	generosity.n.01	generosity, generousness	the trait of being willing to give your money or time
d011.s009.t003	immigrant%1:18:00::	bn:00046019n	immigrant.n.01	immigrant	a person who comes to a country where they were not born in order to settle there
d011.s010.t000	program%1:09:00::	bn:00062759n	plan.n.01	plan, program, programme	a series of steps to be carried out or goals to be accomplished
d011.s010.t001	banality%1:10:00::	bn:00008267n	platitude.n.01	platitude, cliche, banality, commonplace, bromide	a trite or obvious remark
d011.s010.t002	immigration%1:04:00::	bn:00046021n	immigration.n.01	immigration, in-migration	migration into a place (especially migration to a country of which you are not a native in order to settle there)
d011.s010.t003	problem%1:26:00::	bn:00048242n	problem.n.01	problem, job	a state of difficulty that needs to be resolved
d011.s011.t000	notion%1:09:02::	bn:00009717n	impression.n.01	impression, feeling, belief, notion, opinion	a vague idea in which some confidence is placed
d011.s011.t001	immigration%1:04:00::	bn:00046021n	immigration.n.01	immigration, in-migration	migration into a place (especially migration to a country of which you are not a native in order to settle there)
d011.s011.t002	burden%1:09:01::	bn:00013941n	burden.n.01	burden, load, encumbrance, incumbrance, onus	an onerous or difficult concern
d011.s011.t003	problem%1:26:00::	bn:00048242n	problem.n.01	problem, job	a state of difficulty that needs to be resolved
d011.s011.t004	asset%1:07:00::	bn:00006504n	asset.n.01	asset, plus	a useful or valuable quality
d011.s012.t000	economist%1:18:00::	bn:00029667n	economist.n.01	economist, economic_expert	an expert in the science of economics
d011.s012.t001	book%1:10:00::	bn:00012059n	book.n.01	book	a written work or composition that has been published (printed on pages bound together)
d011.s012.t002	knowledge%1:03:00::	bn:00020452n	cognition.n.01	cognition, knowledge, noesis	the psychological result of perception and learning and reasoning
d011.s012.t003	immigration%1:04:00::	bn:00046021n	immigration.n.01	immigration, in-migration	migration into a place (especially migration to a country of which you are not a native in order to settle there)
d011.s012.t004	people%1:14:00::	bn:00061450n	people.n.01	people	(plural) any group of human beings (men or women or children) collectively
d011.s012.t005	migration%1:04:00::	bn:00054907n	migration.n.01	migration	the movement of persons from one country or locality to another
d011.s012.t006	world%1:14:01::	bn:00028141n	world.n.02	world, domain	people in general; especially a distinctive group of people with some shared interest
d011.s012.t007	future%1:28:00::	bn:00036941n	future.n.01	future, hereafter, futurity, time_to_come	the time yet to come
d011.s012.t008	consensus%1:26:00::	bn:00021958n	consensus.n.01	consensus	agreement in the judgment or opinion reached by a group as a whole
d011.s012.t009	specialist%1:18:00::	bn:00073206n	specialist.n.01	specialist, specializer, specialiser	an expert who is devoted to one occupation or branch of learning
d011.s012.t010	impact%1:19:00::	bn:00046065n	impact.n.02	impact, wallop	a forceful consequence; a strong effect
d011.s012.t011	migration%1:04:00::	bn:00054907n	migration.n.01	migration	the movement of persons from one country or locality to another
d011.s012.t012	flow%1:26:00::	bn:00035374n	stream.n.04	stream, flow	something that resembles a flowing stream in moving continuously
d011.s012.t013	economic_growth%1:22:00::	bn:00029670n	economic_growth.n.01	economic_growth	steady growth in the productive capacity of the economy (and so a growth of national income)
d011.s012.t014	wage%1:21:00::	bn:00029416n	wage.n.01	wage, pay, earnings, remuneration, salary	something that remunerates
d011.s012.t015	employment%1:26:00::	bn:00030616n	employment.n.01	employment, employ	the state of being employed or having a job
d011.s012.t016	country%1:14:00::	bn:00023236n	state.n.04	state, nation, country, land, commonwealth, res_publica, body_politic	a politically organized body of people under a single government
d011.s012.t017	immigrant%1:18:00::	bn:00046019n	immigrant.n.01	immigrant	a person who comes to a country where they were not born in order to settle there
d011.s013.t000	immigration%1:04:00::	bn:00046021n	immigration.n.01	immigration, in-migration	migration into a place (especially migration to a country of which you are not a native in order to settle there)
d011.s013.t001	growth%1:22:02::	bn:00041979n	increase.n.03	increase, increment, growth	a process of becoming larger or longer or more numerous or more important
d011.s013.t002	employment%1:26:00::	bn:00030616n	employment.n.01	employment, employ	the state of being employed or having a job
d011.s014.t000	fear%1:12:00::	bn:00033854n	fear.n.01	fear, fearfulness, fright	an emotion experienced in anticipation of some specific pain or danger (usually accompanied by a desire to flee or fight)
d011.s014.t001	impact%1:19:00::	bn:00046065n	impact.n.02	impact, wallop	a forceful consequence; a strong effect
d011.s014.t002	immigrant%1:18:00::	bn:00046019n	immigrant.n.01	immigrant	a person who comes to a country where they were not born in order to settle there
d011.s014.t003	notion%1:09:02::	bn:00009717n	impression.n.01	impression, feeling, belief, notion, opinion	a vague idea in which some confidence is placed
d011.s014.t004	worker%1:18:00::	bn:00081593n	worker.n.01	worker	a person who works at a specific occupation
d011.s014.t005	one%1:09:00::	bn:00058969n	one.n.02	one	a single person or thing
d011.s014.t006	pressure%1:07:00::	bn:00064262n	pressure.n.02	pressure	a force that compels
d011.s014.t007	wage%1:21:00::	bn:00029416n	wage.n.01	wage, pay, earnings, remuneration, salary	something that remunerates
d011.s015.t000	experience%1:09:01::	bn:00032306n	experience.n.01	experience	the accumulation of knowledge or skill that results from direct participation in events or activities
d011.s015.t001	reality%1:26:02::	bn:00066419n	reality.n.03	reality	the state of the world as it really is rather than as you might want it to be
d011.s015.t002	immigrant%1:18:00::	bn:00046019n	immigrant.n.01	immigrant	a person who comes to a country where they were not born in order to settle there
d011.s015.t003	replacement%1:18:02::	bn:00003129n	surrogate.n.01	surrogate, alternate, replacement	someone who takes the place of another person
d011.s015.t004	labor%1:14:00::	bn:00049570n	labor.n.01	labor, labour, working_class, proletariat	a social class comprising those who do manual labor or work for wages
d011.s015.t005	trade%1:04:00::	bn:00023496n	trade.n.02	trade, craft	the skilled practice of a practical occupation
d011.s015.t006	shortage%1:07:00::	bn:00025916n	deficit.n.01	deficit, shortage, shortfall	the property of being an amount by which something is less than expected or required
d011.s015.t007	labor%1:14:00::	bn:00049570n	labor.n.01	labor, labour, working_class, proletariat	a social class comprising those who do manual labor or work for wages
d011.s016.t000	immigrant%1:18:00::	bn:00046019n	immigrant.n.01	immigrant	a person who comes to a country where they were not born in order to settle there
d011.s016.t001	sector%1:14:00::	bn:00070206n	sector.n.02	sector	a social group that forms part of the society or the economy
d011.s016.t002	labor%1:14:00::	bn:00049570n	labor.n.01	labor, labour, working_class, proletariat	a social class comprising those who do manual labor or work for wages
d011.s016.t003	one%1:09:00::	bn:00058969n	one.n.02	one	a single person or thing
d011.s016.t004	sector%1:14:00::	bn:00070206n	sector.n.02	sector	a social group that forms part of the society or the economy
d011.s016.t005	training%1:04:00::	bn:00041853n	training.n.01	training, preparation, grooming	activity leading to skilled behavior
d011.s016.t006	offer%1:10:00::	bn:00058679n	offer.n.02	offer, offering	something offered (as a proposal or bid)
d011.s016.t007	employment%1:26:00::	bn:00030616n	employment.n.01	employment, employ	the state of being employed or having a job
d011.s017.t000	effect%1:19:00::	bn:00021961n	consequence.n.01	consequence, effect, outcome, result, event, issue, upshot	a phenomenon that follows and is caused by some previous phenomenon
d011.s017.t001	wage%1:21:00::	bn:00029416n	wage.n.01	wage, pay, earnings, remuneration, salary	something that remunerates
d011.s018.t000	way%1:07:01::	bn:00033729n	manner.n.01	manner, mode, style, way, fashion	how something is done or how it happens
d011.s018.t001	surgeon%1:18:00::	bn:00059122n	surgeon.n.01	surgeon, operating_surgeon, sawbones	a physician who specializes in surgery
d011.s018.t002	country%1:14:00::	bn:00023236n	state.n.04	state, nation, country, land, commonwealth, res_publica, body_politic	a politically organized body of people under a single government
d011.s018.t003	shortage%1:07:00::	bn:00025916n	deficit.n.01	deficit, shortage, shortfall	the property of being an amount by which something is less than expected or required
d011.s018.t004	anaesthetist%1:18:00::	bn:00003755n	anesthesiologist.n.01	anesthesiologist, anesthetist, anaesthetist	a specialist who administers an anesthetic to a patient before he is treated
d011.s018.t005	complementarity%1:24:02::	bn:00021359n	complementarity.n.02	complementarity	the interrelation of reciprocity whereby one thing supplements or depends on the other
d011.s018.t006	immigrant%1:18:00::	bn:00046019n	immigrant.n.01	immigrant	a person who comes to a country where they were not born in order to settle there
d011.s018.t007	arrival%1:04:01::	bn:00005886n	arrival.n.02	arrival	the act of arriving at a certain place
d011.s018.t008	immigrant%1:18:00::	bn:00046019n	immigrant.n.01	immigrant	a person who comes to a country where they were not born in order to settle there
d011.s018.t009	effect%1:19:00::	bn:00021961n	consequence.n.01	consequence, effect, outcome, result, event, issue, upshot	a phenomenon that follows and is caused by some previous phenomenon
d011.s018.t010	pay%1:21:01::	bn:00029416n	wage.n.01	wage, pay, earnings, remuneration, salary	something that remunerates
d011.s019.t000	rise%1:11:00::	bn:00067923n	rise.n.01	rise	a growth in strength or number or importance
d011.s019.t001	flow%1:26:00::	bn:00035374n	stream.n.04	stream, flow	something that resembles a flowing stream in moving continuously
d011.s019.t002	increase%1:07:00::	bn:00046356n	increase.n.04	increase, increment	the amount by which something increases
d011.s019.t003	pay%1:21:01::	bn:00029416n	wage.n.01	wage, pay, earnings, remuneration, salary	something that remunerates
d011.s020.t000	fact%1:09:01::	bn:00032654n	fact.n.01	fact	a piece of information about circumstances that exist or events that have occurred
d011.s020.t001	diversity%1:07:02::	bn:00027862n	diverseness.n.01	diverseness, diversity, multifariousness, variety	noticeable heterogeneity
d011.s020.t002	immigrant%1:18:00::	bn:00046019n	immigrant.n.01	immigrant	a person who comes to a country where they were not born in order to settle there
d011.s020.t003	creation%1:04:00::	bn:00023652n	creation.n.01	creation, creative_activity	the human act of creating
d011.s020.t004	idea%1:09:00::	bn:00045800n	idea.n.01	idea, thought	the content of cognition; the main thing you are thinking about
d011.s020.t005	economic_growth%1:22:00::	bn:00029670n	economic_growth.n.01	economic_growth	steady growth in the productive capacity of the economy (and so a growth of national income)
