sentence_id	text	translation	lemma	translation_token	translation_lemma
d009.s019	Their appearance and assistance in fundraising for this event undercuts any claims of impartiality , and is unacceptable .	他们的出现和为这次活动筹资的协助削弱了任何关于公正性的主张,是不可接受的。	they appearance and assistance in fundraise for this event undercut any claim of impartiality , and be unacceptable .	他们 的 出现 和 为 这次 活动 筹资 的 协助 削弱 了 任何 关于 公正性 的 主张 , 是 不可 接受 的 。	他们 的 出现 和 为 这次 活动 筹资 的 协助 削弱 了 任何 关于 公正性 的 主张 , 是 不可 接受 的 。
d009.s020	Scalia and Thomas have shown little regard for critics who say they too readily mix the business of the court with agenda-driven groups such as the Federalist Society .	Scalia和Thomas对批评者不屑一顾, 批评者说,	scalium and thoma have show little regard for critic who say they too readily mix the business of the court with agenda-driven group such as the federalist society .	Scalia 和 Thomas 对 批评者 不屑一顾 , 批评者 说 ,	Scalia 和 Thomas 对 批评者 不屑一顾 , 批评者 说 ,
d009.s021	And Thomas '' wife , Ginni , is a high-profile conservative activist .	托马斯的妻子金尼(Ginni)是一位高调的保守派积极分子。	and thoma '' wife , ginnus , be a high-profile conservative activist .	托马斯 的 妻子 金尼( Ginni) 是 一 位 高调 的 保守派 积极分子 。	托马斯 的 妻子 金尼( Ginni) 是 一 位 高调 的 保守派 积极分子 。
d009.s022	Moreover , conservatives argue that it 's Justice Elena Kagan who has an ethical issue , not Scalia and Thomas .	保守派认为是Elena Kagan法官, 而不是Scalia和Thomas,	moreover , conservative argue that it ' justice elena kagan who have a ethical issue , not scalium and thoma .	保守派 认为 是 Elena Kagan 法官 , 而 不是 Scalia 和 Thomas ,	保守派 认为 是 Elena Kagan 法官 , 而 不是 Scalia 和 Thomas ,
d009.s023	Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level .	Kagan在奥巴马政府担任总法律顾问,	kagan serve as solicitor_general in the obama administration when the first legal challenge to the law be bring at the trial_court level .	Kagan 在 奥巴马 政府 担任 总 法律 顾问 ,	Kagan 在 奥巴马 政府 担任 总 法律 顾问 ,
d009.s024	Her critics have pushed for Kagan to recuse herself from hearing the case , saying that she was too invested in defending the law then to be impartial now .	她的批评家们逼迫Kagan回避审理案件, 说她太投入于捍卫法律,	she critic have push for kagan to recuse herself from hear the case , say that she be too invest in defend the law then to be impartial now .	她 的 批评家们 逼迫 Kagan 回避 审理 案件 , 说 她 太 投入 于 捍卫 法律 ,	她 的 批评家们 逼迫 Kagan 回避 审理 案件 , 说 她 太 投入 于 捍卫 法律 ,
d009.s025	Kagan has given no indication she will do so .	Kagan没有说明她会这样做。	kagan have give no indication she will do so .	Kagan 没有 说明 她 会 这样 做 。	Kagan 没有 说明 她 会 这样 做 。
d010.s000	The familiarity of the Spanish is higher than that of the Ticos	西班牙语的熟悉程度比提科斯的熟悉程度高	the familiarity of the spanish be higher than that of the tico	西班牙语 的 熟悉 程度 比 提科斯 的 熟悉 程度 高	西班牙语 的 熟悉 程度 比 提科斯 的 熟悉 程度 高
d010.s001	Of the 22 players called in Spain , ten passed 50 international games .	在西班牙的22名球员中, 10人通过了50场国际比赛。	of the 22 player call in spain , ten pass 50 international game .	在 西班牙 的 22 名 球员 中 , 10 人 通过 了 50 场 国际 比赛 。	在 西班牙 的 22 名 球员 中 , 10 人 通过 了 50 场 国际 比赛 。
d010.s002	On the side of Costa Rica only one of 22 called players reached 50 games .	22名球员中只有一名在哥斯大黎加一边,	on the side of costa_rica only one of 22 call player reach 50 game .	22 名 球员 中 只有 一 名 在 哥斯大黎加 一边 ,	22 名 球员 中 只有 一 名 在 哥斯大黎加 一边 ,
d010.s003	A minor contrast to Costa Rica , comparing the 22 players called by both countries for the friendly game today , at 3:05 pm at the National Stadium in San Jose .	与哥斯达黎加相比, 两国于下午3点05分在圣何塞国家体育馆举行友好比赛,	a minor contrast to costa_rica , compare the 22 player call by both country for the friendly game today , at 3:05 pm at the national stadium in san_jose .	与 哥斯达黎加 相比 , 两 国 于 下午 3点05分 在 圣何塞 国家 体育馆 举行 友好 比赛 ,	与 哥斯达黎加 相比 , 两 国 于 下午 3点05分 在 圣何塞 国家 体育馆 举行 友好 比赛 ,
d010.s004	While the Europe and world champions , number one one in the monthly top of FIFA , have a long record of Class A inter selection , the Tricolor has only the defender Michael Umana as the only one who has 50 international games .	虽然欧洲和世界冠军(国际足联月顶第一位)有着A级相互选拔的长期记录, 但Tricolor只有辩护人Michael Umana是唯一拥有50场国际比赛的人。	while the europe and world champion , number_one one in the monthly top of fifa , have a long record of class a inter selection , the tricolor have only the defender michael umana as the only one who have 50 international game .	虽然 欧洲 和 世界 冠军 ( 国际 足联 月 顶 第一 位 ) 有着 A级 相互 选拔 的 长期 记录 , 但 Tricolor 只有 辩护人 Michael Umana 是 唯一 拥有 50 场 国际 比赛 的 人 。	虽然 欧洲 和 世界 冠军 ( 国际 足联 月 顶 第一 位 ) 有着 A级 相互 选拔 的 长期 记录 , 但 Tricolor 只有 辩护人 Michael Umana 是 唯一 拥有 50 场 国际 比赛 的 人 。
d010.s005	That number was reached Friday before the game against Panama ( 0-2 ) , in Rommel Fernandez .	这个号码是在巴拿马比赛(0-2)前的星期五在隆美尔·费尔南德斯(Rommel Fernandez)到达的。	that number be reach friday before the game against panama ( 0-2 ) , in rommel fernandez .	这个 号码 是 在 巴拿马 比赛 ( 0 -2 )前 的 星期五 在 隆美尔·费尔南德斯( Rommel Fernande z) 到达 的 。	这个 号码 是 在 巴拿马 比赛 ( 0 -2 )前 的 星期五 在 隆美尔·费尔南德斯( Rommel Fernande z) 到达 的 。
d010.s006	Spanish football players playing in the All-Star League and in powerful clubs of the Premier League of England are during the year very active in league and local cup competitions and there are high-level shocks in the European Cups and European Champions League .	西班牙足球运动员在全星联盟和英格兰总理联盟的强大俱乐部踢球, 一年来非常积极地参加联赛和地方杯子比赛,	spanish football_player play in the all-star league and in powerful club of the premier league of england be during the year very active in league and local cup competition and there be high-level shock in the european cup and european champion league .	西班牙 足球 运动员 在 全星 联盟 和 英格兰 总理 联盟 的 强大 俱乐部 踢球 , 一 年 来 非常 积极 地 参加 联赛 和 地方 杯子 比赛 ,	西班牙 足球 运动员 在 全星 联盟 和 英格兰 总理 联盟 的 强大 俱乐部 踢球 , 一 年 来 非常 积极 地 参加 联赛 和 地方 杯子 比赛 ,
d010.s007	To this is added the Spanish Fury experience in complicated qualifications for Euro Cup and World Cup .	西班牙在参加欧洲杯和世界杯的复杂资格方面的经验。	to this be add the spanish fury experience in complicated qualification for euro cup and world_cup .	西班牙 在 参加 欧洲杯 和 世界杯 的 复杂 资格 方面 的 经验 。	西班牙 在 参加 欧洲杯 和 世界杯 的 复杂 资格 方面 的 经验 。
d010.s008	The Ticos players , however , have a limited international experience in an area such as CONCACAF , which is considered the lowest level within FIFA	然而,Ticos球员在CACACAF等国际经验有限,被认为是国际足联内部最低水平的。	the tico player , however , have a limited international experience in a area such as concacaf , which be consider the lowest level within fifa	然而 , Ticos 球员 在 CACACAF 等 国际 经验 有限 , 被 认为 是 国际 足联 内部 最低 水平 的 。	然而 , Ticos 球员 在 CACACAF 等 国际 经验 有限 , 被 认为 是 国际 足联 内部 最低 水平 的 。
d010.s009	We see that the peak of the Spanish selection is the goalkeeper Iker Casillas , who last Saturday against England ( game lost with 0-1 in London ) equaled the record of the ex goalkeeper Andoni Zubizarreta , with 126 international matches .	上周六与英格兰对决(伦敦输了零比一的比赛), 相当于前守门员Andoni Zubazarreta的记录, 与126场国际比赛。	we see that the peak of the spanish selection be the goalkeeper iker casilla , who last saturday against england ( game lose with 0-1 in london ) equal the record of the ex goalkeeper andonus zubizarreta , with 126 international match .	上周六 与 英格兰 对 决( 伦敦 输 了 零 比 一 的 比赛 ) , 相当于 前 守门员 Andoni Zubazarreta 的 记录 , 与 126 场 国际 比赛 。	上周六 与 英格兰 对 决( 伦敦 输 了 零 比 一 的 比赛 ) , 相当于 前 守门员 Andoni Zubazarreta 的 记录 , 与 126 场 国际 比赛 。
d010.s010	Casillas will play today against the Tricolor and will impose a new record of 127 international matches for Spain .	将创下127场国际比赛的新纪录。	casilla will play today against the tricolor and will impose a new record of 127 international match for spain .	将 创下 127 场 国际 比赛 的 新 纪录 。	将 创下 127 场 国际 比赛 的 新 纪录 。
d010.s011	Xavi Hernandez , the player of Barcelona , has 106 matches .	巴塞罗那球员Xavi Hernandez有106场比赛。	xavus hernandez , the player of barcelona , have 106 match .	巴塞罗那 球员 Xavi Hernandez 有 106 场 比赛 。	巴塞罗那 球员 Xavi Hernandez 有 106 场 比赛 。
d010.s012	Casillas and Xavi were recognized last week by UEFA together with the other player of the Iberian team , Zubizarreta with 126 matches and Schalke striker Raul Gonzalez with 102 .	卡西拉斯和Xavi上周被欧洲足联与Iberian团队的另一位球员Zubizarreta(126场比赛)和Schalke罢工者Raul Gonzalez(102场比赛)。	casilla and xavus be recognize last week by uefa together with the other player of the iberian team , zubizarreta with 126 match and schalke striker raul gonzalez with 102 .	卡西拉斯 和 Xavi 上周 被 欧洲 足联 与 Iberian 团队 的 另 一 位 球员 Zubizarreta( 126 场 比赛) 和 Schalke 罢工者 Raul Gonzalez( 102 场 比赛 ) 。	卡西拉斯 和 Xavi 上周 被 欧洲 足联 与 Iberian 团队 的 另 一 位 球员 Zubizarreta( 126 场 比赛) 和 Schalke 罢工者 Raul Gonzalez( 102 场 比赛 ) 。
d010.s013	Almost near the centennial number is Carles Puyol , with 97 games .	Carles Puyol几乎接近百年数字, 有97场比赛。	almost near the centennial number be carle puyol , with 97 game .	Carles Puyol 几乎 接近 百年 数字 , 有 97 场 比赛 。	Carles Puyol 几乎 接近 百年 数字 , 有 97 场 比赛 。
d010.s014	Xabi Alonso follows them with 91 , Fernando Torres , with 90 , David Villa and Sergio Ramos , both with 81 , Andres Iniesta , with 62 , Cesc Fabregas , with 61 , and David Silva , with 53 .	David Villa和Sergio Ramos, 两人为81人, Andres Inesta, 62人, Cesc Fabregas, 61人,David Silva, 53人。	xabus alonso follow they with 91 , fernando torre , with 90 , david villa and sergio ramo , both with 81 , andre iniesta , with 62 , cesc fabrega , with 61 , and david silva , with 53 .	David Villa 和 Sergio Ramos , 两 人为 81 人 , Andres Inesta , 62 人 , Cesc Fabregas , 61 人 , David Silva , 53 人 。	David Villa 和 Sergio Ramos , 两 人为 81 人 , Andres Inesta , 62 人 , Cesc Fabregas , 61 人 , David Silva , 53 人 。
d010.s015	On Costa Rican side , and close to Michael Umana , are the left-lateral Junior Diaz , with 48 matches and the striker Bryan Ruiz , with 45 .	左翼青年迪亚, 48场比赛, 罢工者布赖恩·鲁伊斯45场比赛。	on costa rican side , and close to michael umana , be the left-lateral junior diaz , with 48 match and the striker bryan ruiz , with 45 .	左翼 青年 迪亚 , 48 场 比赛 , 罢工者 布赖恩·鲁伊斯 45 场 比赛 。	左翼 青年 迪亚 , 48 场 比赛 , 罢工者 布赖恩·鲁伊斯 45 场 比赛 。
d010.s016	After this , only five exceeded the 30 games : Keilor Navas with 31 , Randall Azofeifa with 32 , Michael Barrantes with 31 , Carlos Hernandez with 36 and Jose Luis Lopez with 35 .	之后只有5场超过30场比赛:Keilor Navas31场、Randall Azofeifa32场、Michael Barrantes31场、Carlos Hernandez36场、Jose Luis Lopez35场。	after this , only five exceed the 30 game : keilor nava with 31 , randall azofeifa with 32 , michael barrante with 31 , carlo hernandez with 36 and jose lui lopez with 35 .	之后 只有 5 场 超过 30 场 比赛 : Keilor Navas 31 场 、 Randall Azofeifa32 场 、 Michael Barrantes 31 场 、 Carlos Hernandez 36场 、 Jose Luis Lopez 35 场 。	之后 只有 5 场 超过 30 场 比赛 : Keilor Navas 31 场 、 Randall Azofeifa32 场 、 Michael Barrantes 31 场 、 Carlos Hernandez 36场 、 Jose Luis Lopez 35 场 。
d010.s017	The least .	最起码的。	the least .	最 起码 的 。	最 起码 的 。
d010.s018	More than 30 matches in Spain have Gerard Piqué ( 37 ) , Sergio Busquets ( 36 ) , Santiago Santi Cazorla ( 32 ) , Alvaro Arbeloa ( 31 ) and Raul Albiol ( 31 ) .	西班牙的30多个比赛有Gerard Piqué(37),Sergio Busquets(36),Santiago Santiago Santia Cazorla(32),Alvaro Arbeloa(31)和Raul Albiol(31)。	more than 30 match in spain have gerard piqué ( 37 ) , sergio busquet ( 36 ) , santiago santus cazorlum ( 32 ) , alvaro arbeloa ( 31 ) and raul albiol ( 31 ) .	西班牙 的 30多 个 比赛 有 Gerard Piqu é( 37 ) , Sergio Busquet s( 36 ) , Santiago Santiago Santia Cazorla( 32 ) , Alvaro Arbeloa( 31 ) 和 Raul Albiol( 31 ) 。	西班牙 的 30多 个 比赛 有 Gerard Piqu é( 37 ) , Sergio Busquet s( 36 ) , Santiago Santiago Santia Cazorla( 32 ) , Alvaro Arbeloa( 31 ) 和 Raul Albiol( 31 ) 。
d010.s019	On the national side , with less than 30 presences , there are Roy Miller with 26 , Winston Parks with 26 , Gabriel Badilla with 25 and Roy Myrie with 23 .	包括26人、26人、26人、25人加布里埃尔·巴迪利亚、23人罗伊·米里。	on the national side , with less than 30 presence , there be roy miller with 26 , winston park with 26 , gabriel badillum with 25 and roy myrie with 23 .	包括 26 人 、 26 人 、 26 人 、 25 人 加 布里埃尔·巴迪利亚 、 23 人 罗伊·米里 。	包括 26 人 、 26 人 、 26 人 、 25 人 加 布里埃尔·巴迪利亚 、 23 人 罗伊·米里 。
d010.s020	The rest does n't come near the 20 .	其余的不会接近20	the rest do n't come near the 20 .	其余 的 不 会 接近 20	其余 的 不 会 接近 20
d010.s021	While Nacho Moreal has only four games and Jordi Alba two , in Costa Rica Victor Bolivar has only one Olman Vargas and Nelson Edder did not debut yet .	虽然Nacho Moreal只有四场比赛, Jordi Alba 2场比赛, 在哥斯达黎加Victor Bolivar只有一个Olman Vargas和Nelson Edder尚未开场。	while nacho moreal have only four game and jordus alba two , in costa_rica victor bolivar have only one olman varga and nelson edder do not debut yet .	虽然 Nacho Moreal 只有 四 场 比赛 , Jordi Alba 2 场 比赛 , 在 哥斯达黎加 Victor Bolivar 只有 一个 Olman Vargas 和 Nelson Edder 尚未 开场 。	虽然 Nacho Moreal 只有 四 场 比赛 , Jordi Alba 2 场 比赛 , 在 哥斯达黎加 Victor Bolivar 只有 一个 Olman Vargas 和 Nelson Edder 尚未 开场 。
d010.s022	The leading scorer of Spain is David Villa is , with 50 goals , followed by Fernando Torres with 27 .	西班牙领先的得分者是David Villa, 有50个目标, 其次是Fernando Torres, 27个。	the lead scorer of spain be david villa be , with 50 goal , follow by fernando torre with 27 .	西班牙 领先 的 得分者 是 David Villa , 有 50 个 目标 , 其次 是 Fernan do Torres , 27 个 。	西班牙 领先 的 得分者 是 David Villa , 有 50 个 目标 , 其次 是 Fernan do Torres , 27 个 。
d010.s023	For Costa Rica , Bryan Ruiz is the one that registers more points , two more than Carlos Hernandez and three more than Roy Myrie and Parks .	Bryan Ruiz(Bryan Ruiz)是哥斯达黎加记录更多点、比Carlos Hernandez多2个、比Roy Myrie和Parks多3个。	for costa rica , bryan ruiz be the one that register more point , two more than carlo hernandez and three more than roy myrie and park .	Bryan Ruiz( Bryan Rui z) 是 哥斯达黎加 记录 更 多 点 、 比 Carlos Hernandez多2 个 、 比Roy Myrie 和 Parks多3 个 。	Bryan Ruiz( Bryan Rui z) 是 哥斯达黎加 记录 更 多 点 、 比 Carlos Hernandez多2 个 、 比Roy Myrie 和 Parks多3 个 。
d011.s000	Is immigration a burden or an opportunity for the economy ?	移民是经济的负担还是机会?	be immigration a burden or a opportunity for the economy ?	移民 是 经济 的 负担 还是 机会 ?	移民 是 经济 的 负担 还是 机会 ?
d011.s001	Immigration policy under Nicolas Sarkozy was criticised from various aspects a congestion of police , legal and administrative services subjected to a policy of numbers and the compatibility of that policy with the self-proclaimed status of the country as the country of French human rights .	Nicolas Sarkozy的移民政策在各个方面受到批评,警察、法律和行政部门拥挤,需要实行数量政策,这项政策与法国作为法国人权国家自行宣布的地位相符。	immigration policy under nicola sarkozy be criticise from various aspect a congestion of police , legal and administrative service subject to a policy of number and the compatibility of that policy with the self-proclaimed status of the country as the country of french human_right .	Nicolas Sarkozy 的 移民 政策 在 各个 方面 受到 批评 , 警察 、 法律 和 行政 部门 拥挤 , 需要 实行 数量 政策 , 这项 政策 与 法国 作为 法国 人权 国家 自行 宣布 的 地位 相符 。	Nicolas Sarkozy 的 移民 政策 在 各个 方面 受到 批评 , 警察 、 法律 和 行政 部门 拥挤 , 需要 实行 数量 政策 , 这项 政策 与 法国 作为 法国 人权 国家 自行 宣布 的 地位 相符 。
d011.s002	More recently , it is administrative harassment of foreign students , which is topical , with the minister of the interior ( `` Libération '' on 23 May ) declaring that France `` does not need foreign talent , bricklayers and waiters . ''	最近, 这是对外国学生的行政骚扰, 成为话题, 内政部长(5月23日「解放」)宣称法国“不需要外国人才、砖匠和服务员」。	more recently , it be administrative harassment of foreign student , which be topical , with the minister of the interior ( `` libération '' on 23 may ) declare that france `` do not need foreign talent , bricklayer and waiter . ''	最近 , 这是 对 外国 学生 的 行政 骚扰 , 成为 话题 , 内政 部长 (5月 23日 「 解放 」 ) 宣称 法国 “ 不 需要 外国 人才 、 砖匠 和 服务员 」 。	最近 , 这是 对 外国 学生 的 行政 骚扰 , 成为 话题 , 内政 部长 (5月 23日 「 解放 」 ) 宣称 法国 “ 不 需要 外国 人才 、 砖匠 和 服务员 」 。
d011.s003	But it is only rarely analyzed from the economic viewpoint .	但很少从经济角度分析。	but it be only rarely analyze from the economic viewpoint .	但 很少 从 经济 角度 分析 。	但 很少 从 经济 角度 分析 。
d011.s004	There is a lot of consensus between the Left and the Right on this subject .	左派和右派对此议题有许多共识。	there be a lot of consensus between the left and the right on this subject .	左派 和 右派 对此 议题 有 许多 共识 。	左派 和 右派 对此 议题 有 许多 共识 。
d011.s005	On the Right , the tone was set by Jacques Chirac , who declared in 1976 that `` 900,000 unemployed would not become a problem in a country with 2 million of foreign workers , '' and on the Left by Michel Rocard explaining in 1990 that France `` can not accommodate all the world 's misery . ''	1976年, 雅克·希拉克(Jacques Chirac)宣布, “90万失业人口在外国工人200万的国家不会成为问题, ”而米歇尔·罗卡尔(Michel Rocard)则在1990年向左边解释法国“无法承受全世界的苦难 ” 。	on the right , the tone be set by jacque chirac , who declare in 1976 that `` 900,000 unemployed would not become a problem in a country with 2 million of foreign worker , '' and on the left by michel rocard explain in 1990 that france `` can not accommodate all the world 's misery . ''	1976年 , 雅克·希拉克 ( Jacques Chirac) 宣布 , “ 90万 失业 人口 在 外国 工人 200万 的 国家 不 会 成为 问题 , ” 而 米歇尔·罗卡尔(Michel Rocard) 则 在 1990年 向 左边 解释 法国 “ 无法 承受 全世界 的 苦难 ” 。	1976年 , 雅克·希拉克 ( Jacques Chirac) 宣布 , “ 90万 失业 人口 在 外国 工人 200万 的 国家 不 会 成为 问题 , ” 而 米歇尔·罗卡尔(Michel Rocard) 则 在 1990年 向 左边 解释 法国 “ 无法 承受 全世界 的 苦难 ” 。
d011.s006	The only difference , the degree of generosity	唯一的区别,慷慨的程度	the only difference , the degree of generosity	唯一 的 区别 , 慷慨 的 程度	唯一 的 区别 , 慷慨 的 程度
d011.s007	In 2005 , the fear of invasion of the national territory by hordes of Polish plumbers was felt both on the Left and on the Right .	2005年,左翼和右翼都感到害怕波兰水管工的人群侵入国家领土。	in 2005 , the fear of invasion of the national territory by horde of polish plumber be feel both on the left and on the right .	2005年 , 左翼 和 右翼 都 感到 害怕 波兰水 管工 的 人群 侵入 国家 领土 。	2005年 , 左翼 和 右翼 都 感到 害怕 波兰水 管工 的 人群 侵入 国家 领土 。
d011.s008	Both sides see immigrants as a burden on the French economy and on French society .	双方都认为移民是法国经济和法国社会的负担。	both side see immigrant as a burden on the french economy and on french society .	双方 都 认为 移民 是 法国 经济 和 法国 社会 的 负担 。	双方 都 认为 移民 是 法国 经济 和 法国 社会 的 负担 。
d011.s009	The only difference resides in the degree of generosity , which one deigns to grant to immigrants .	唯一的区别在于慷慨的程度,	the only difference reside in the degree of generosity , which one deign to grant to immigrant .	唯一 的 区别 在于 慷慨 的 程度 ,	唯一 的 区别 在于 慷慨 的 程度 ,
d011.s010	In his program , François Hollande confines himself to banalities , saying that co-development would allow our immigration problem to be solved . ''	François Hollande在他的节目中, 把自己局限在平庸主义上, 说共同发展将使我们的移民问题得以解决。	in he program , françois hollande confines himself to banality , say that co-development would allow we immigration problem to be solve . ''	François Hollande 在 他 的 节目 中 , 把 自己 局限 在 平庸主义 上 , 说 共同 发展 将 使 我们 的 移民 问题 得以 解决 。	François Hollande 在 他 的 节目 中 , 把 自己 局限 在 平庸主义 上 , 说 共同 发展 将 使 我们 的 移民 问题 得以 解决 。
d011.s011	This notion of immigration being a burden and a problem , may be an electoral asset , but it is economically very costly .	移民是一个负担和问题的概念, 可能是一种选举资产,	this notion of immigration be a burden and a problem , may be a electoral asset , but it be economically very costly .	移民 是 一个 负担 和 问题 的 概念 , 可能 是 一 种 选举 资产 ,	移民 是 一个 负担 和 问题 的 概念 , 可能 是 一 种 选举 资产 ,
d011.s012	As the economists Ian Goldin and Geoffrey Cameron , remind us in a recent book summarising the most recent knowledge of immigration ( Exceptional People : How Migration Shaped Our World and Will Define Our Future , mai 2011 , Princeton University Press , 352 pp . ) , there is wide consensus among specialists on the positive impact of migration flows on economic growth , wages and employment in countries , which admit immigrants .	正如经济学家伊恩·戈尔丁(Ian Goldin)和杰弗里·卡梅伦(Geoffrey Cameron)在最近的一书中提醒我们,	as the economist ian goldin and geoffrey cameron , remind we in a recent book summarise the most recent knowledge of immigration ( exceptional people : how migration shaped our world and will define our future , mai 2011 , princeton university press , 352 pp . ) , there be wide consensus among specialist on the positive impact of migration flow on economic_growth , wage and employment in country , which admit immigrant .	正如 经济学家 伊恩·戈尔 丁( Ian Goldin) 和 杰弗里·卡梅伦( Ge of frey Cameron )在 最近 的 一 书 中 提醒 我们 ,	正如 经济学家 伊恩·戈尔 丁( Ian Goldin) 和 杰弗里·卡梅伦( Ge of frey Cameron )在 最近 的 一 书 中 提醒 我们 ,
d011.s013	Restraining immigration leads to anaemic growth and harms employment .	限制移民导致经济增长疲软,	restraining immigration lead to anaemic growth and harm employment .	限制 移民 导致 经济 增长 疲软 ,	限制 移民 导致 经济 增长 疲软 ,
d011.s014	Fears about the impact of immigrants are based on the notion that they are liable to replace native workers , in particular unskilled ones , exerting downward pressure on wages .	对移民影响的担心是基于一种概念,即他们有可能取代本地工人,特别是非熟练工人,对工资施加下调压力。	fear about the impact of immigrant be base on the notion that they be liable to replace native worker , in particular unskilled one , exert downward pressure on wage .	对 移民 影响 的 担心 是 基于 一 种 概念 , 即 他们 有 可能 取代 本地 工人 , 特别 是非 熟练 工人 , 对 工资 施加 下调 压力 。	对 移民 影响 的 担心 是 基于 一 种 概念 , 即 他们 有 可能 取代 本地 工人 , 特别 是非 熟练 工人 , 对 工资 施加 下调 压力 。
d011.s015	But experience shows that in reality immigrants are much more complementary to , rather than replacements of , local labor , exercising trades in which there is a shortage of local labor .	但经验表明, 实际上移民更补充而非取代当地劳工, 从事当地劳工短缺的行业。	but experience show that in reality immigrant be much more complementary to , rather than replacement of , local labor , exercise trade in which there be a shortage of local labor .	但 经验 表明 , 实际上 移民 更 补充 而 非取代 当地 劳工 , 从事 当地 劳工 短缺 的 行业 。	但 经验 表明 , 实际上 移民 更 补充 而 非取代 当地 劳工 , 从事 当地 劳工 短缺 的 行业 。
d011.s016	Unskilled immigrants work in sectors , which do not attract local labor and the most highly skilled ones in dynamic sectors where training does is not linked to offers of employment .	非熟练移民在那些没有吸引当地劳动力的部门工作,而在那些培训与提供就业机会无关的活跃部门,最熟练的移民则在那些部门工作。	unskilled immigrant work in sector , which do not attract local labor and the most highly skilled one in dynamic sector where training do be not link to offer of employment .	非熟练 移民 在 那些 没有 吸引 当地 劳动力 的 部门 工作 , 而 在 那些 培训 与 提供 就业 机会 无关 的 活跃 部门 , 最 熟练 的 移民 则 在 那些 部门 工作 。	非熟练 移民 在 那些 没有 吸引 当地 劳动力 的 部门 工作 , 而 在 那些 培训 与 提供 就业 机会 无关 的 活跃 部门 , 最 熟练 的 移民 则 在 那些 部门 工作 。
d011.s017	A positive effect on wages	对工资的积极影响	a positive effect on wage	对 工资 的 积极 影响	对 工资 的 积极 影响
d011.s018	In the same way as a surgeon would find it difficult to work in a country with a shortage of anaesthetists , the complementarities existing between locals and immigrants bring it about that the arrival of immigrants has a positive effect on the pay of locals .	当地人和移民之间的互补性使得移民的到来对当地人的工资产生了积极的影响。	in the same way as a surgeon would find it difficult to work in a country with a shortage of anaesthetist , the complementarity exist between local and immigrant bring it about that the arrival of immigrant have a positive effect on the pay of local .	当地人 和 移民 之间 的 互补性 使得 移民 的 到来 对 当地人 的 工资 产生 了 积极 的 影响 。	当地人 和 移民 之间 的 互补性 使得 移民 的 到来 对 当地人 的 工资 产生 了 积极 的 影响 。
d011.s019	Giovanni Peri has calculated that a rise of 1 % in the migratory flow causes an increase of between 0,6 and 0,9 % in real long-term pay .	Giovanni Peri计算出, 移民流动增加1%, 导致实际长期工资增加0.6%至0.9%。	giovannus perus have calculate that a rise of 1 % in the migratory flow cause a increase of between 0,6 and 0,9 % in real long-term pay .	Giovanni Peri计算 出 , 移民 流动 增加 1% , 导致 实际 长期 工资 增加 0.6% 至 0 . 9% 。	Giovanni Peri计算 出 , 移民 流动 增加 1% , 导致 实际 长期 工资 增加 0.6% 至 0 . 9% 。
d011.s020	And does so without taking into account the fact that the diversity contributed by immigrants contributes to the creation of ideas and to economic growth ( a large proportion of naturalised immigrants are among American Nobel prize winners , whilst Google , Intel , Paypal , eBay and Yahoo were all founded by immigrants ) .	在这样做时,没有考虑到移民所促成的多样性有助于创造思想和经济增长(大部分归化移民是美国诺贝尔奖得主之一, 而Google、Intel、Paypal、eBay和Yahoo都是由移民创立的 ) 。	and do so without take into account the fact that the diversity contribute by immigrant contribute to the creation of idea and to economic_growth ( a large proportion of naturalised immigrant be among american nobel_prize winner , whilst google , intel , paypal , ebay and yahoo be all found by immigrant ) .	在 这样 做 时 , 没有 考虑 到 移民 所 促成 的 多样性 有助于 创造 思想 和 经济 增长 ( 大部分 归化 移民 是 美国 诺贝尔奖 得主 之一 , 而 Google 、 Intel 、 Paypal 、 eBay 和 Yahoo 都 是 由 移民 创立 的 ) 。	在 这样 做 时 , 没有 考虑 到 移民 所 促成 的 多样性 有助于 创造 思想 和 经济 增长 ( 大部分 归化 移民 是 美国 诺贝尔奖 得主 之一 , 而 Google 、 Intel 、 Paypal 、 eBay 和 Yahoo 都 是 由 移民 创立 的 ) 。
d011.s021	Migrants are also net contributors to social systems , averaging 1 % of the total budgets of European countries .	移民也是社会制度的净贡献者,平均占欧洲国家总预算的1%。	migrant be also net contributor to social_system , average 1 % of the total budget of european_country .	移民 也 是 社会 制度 的 净 贡献者 , 平均 占 欧洲 国家 总预算 的 1% 。	移民 也 是 社会 制度 的 净 贡献者 , 平均 占 欧洲 国家 总预算 的 1% 。
